transaction_date,owner,ticker,asset_type,amount,senator
02/19/2014,Self,ACE,,"$1,001 - $15,000",Sheldon Whitehouse
02/19/2014,Self,CLX,,"$15,001 - $50,000",Sheldon Whitehouse
06/18/2014,Self,KLXI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
03/13/2014,Self,KLXI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
03/13/2015,Joint,--,Corporate Bond,"$15,001 - $50,000",Sheldon Whitehouse
06/18/2014,Self,KLXI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
03/13/2014,Self,KLXI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
05/27/2015,Child,KORS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
05/27/2015,Spouse,AMGN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
05/27/2015,Joint,BAC,Stock,"$15,001 - $50,000",Sheldon Whitehouse
05/18/2015,Joint,CY,Stock,"$15,001 - $50,000",Sheldon Whitehouse
05/18/2015,Joint,RTN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
05/07/2015,Joint,PCAR,Stock,"$1,001 - $15,000",Sheldon Whitehouse
05/07/2015,Joint,PRU,Stock,"$1,001 - $15,000",Sheldon Whitehouse
05/27/2015,Self,FEYE,Stock,"$1,001 - $15,000",Sheldon Whitehouse
05/27/2015,Self,MRK,Stock,"$1,001 - $15,000",Sheldon Whitehouse
05/27/2015,Self,TU,Stock,"$15,001 - $50,000",Sheldon Whitehouse
05/07/2015,Self,NFLX,Stock,"$15,001 - $50,000",Sheldon Whitehouse
05/07/2015,Self,BIIB,Stock,"$15,001 - $50,000",Sheldon Whitehouse
03/13/2014,Joint,JPJQL,,"$15,001 - $50,000",Sheldon Whitehouse
03/13/2014,Joint,GE,,"$1,001 - $15,000",Sheldon Whitehouse
03/13/2014,Joint,AAPL,,"$1,001 - $15,000",Sheldon Whitehouse
03/13/2014,Joint,KO,,"$1,001 - $15,000",Sheldon Whitehouse
03/13/2014,Joint,VFC,,"$1,001 - $15,000",Sheldon Whitehouse
02/19/2014,Child,ORCL,,"$1,001 - $15,000",Sheldon Whitehouse
02/19/2014,Child,VAR,,"$15,001 - $50,000",Sheldon Whitehouse
02/19/2014,Child,TWX,,"$1,001 - $15,000",Sheldon Whitehouse
02/19/2014,Child,JPM,Corporate Bond,"$1,001 - $15,000",Sheldon Whitehouse
03/13/2014,Self,VFC,,"$1,001 - $15,000",Sheldon Whitehouse
03/13/2014,Self,BEAV,,"$15,001 - $50,000",Sheldon Whitehouse
02/25/2014,Self,DHR,,"$1,001 - $15,000",Sheldon Whitehouse
02/25/2014,Self,PANW,,"$1,001 - $15,000",Sheldon Whitehouse
02/25/2014,Self,QLIK,,"$1,001 - $15,000",Sheldon Whitehouse
02/19/2014,Self,V,,"$15,001 - $50,000",Sheldon Whitehouse
02/19/2014,Self,EL,,"$1,001 - $15,000",Sheldon Whitehouse
02/19/2014,Self,ACE,,"$1,001 - $15,000",Sheldon Whitehouse
02/19/2014,Self,CLX,,"$15,001 - $50,000",Sheldon Whitehouse
04/29/2014,Joint,CMRE,,"$1,001 - $15,000",Sheldon Whitehouse
04/29/2014,Spouse,GOOGL,,"$1,001 - $15,000",Sheldon Whitehouse
04/29/2014,Child,CVS,,"$1,001 - $15,000",Sheldon Whitehouse
04/29/2014,Child,GIS,,"$15,001 - $50,000",Sheldon Whitehouse
04/17/2014,Child,CVS,,"$1,001 - $15,000",Sheldon Whitehouse
04/17/2014,Child,STT,,"$1,001 - $15,000",Sheldon Whitehouse
04/17/2014,Child,ESRX,,"$1,001 - $15,000",Sheldon Whitehouse
04/17/2014,Child,DIS,,"$15,001 - $50,000",Sheldon Whitehouse
04/29/2014,Child,EBAY,,"$15,001 - $50,000",Sheldon Whitehouse
04/29/2014,Child,JPM,,"$1,001 - $15,000",Sheldon Whitehouse
04/29/2014,Child,KORS,,"$1,001 - $15,000",Sheldon Whitehouse
04/29/2014,Child,ESRX,,"$1,001 - $15,000",Sheldon Whitehouse
04/29/2014,Child,UTX,,"$15,001 - $50,000",Sheldon Whitehouse
05/09/2014,Child,VDC,,"$1,001 - $15,000",Sheldon Whitehouse
05/09/2014,Child,ETN,,"$1,001 - $15,000",Sheldon Whitehouse
05/09/2014,Self,HMC,,"$1,001 - $15,000",Sheldon Whitehouse
05/09/2014,Self,XLNX,,"$15,001 - $50,000",Sheldon Whitehouse
10/02/2014,Self,QQQ,,"$1,001 - $15,000",Sheldon Whitehouse
10/14/2014,Child,SBUX,,"$1,001 - $15,000",Sheldon Whitehouse
10/02/2014,Child,SBUX,,"$1,001 - $15,000",Sheldon Whitehouse
10/15/2014,Joint,COF,Stock,"$15,001 - $50,000",Sheldon Whitehouse
10/14/2014,Joint,BMY,,"$1,001 - $15,000",Sheldon Whitehouse
10/14/2014,Joint,CY,,"$1,001 - $15,000",Sheldon Whitehouse
10/07/2014,Self,TRIP,,"$1,001 - $15,000",Sheldon Whitehouse
10/07/2014,Self,UL,,"$1,001 - $15,000",Sheldon Whitehouse
10/02/2014,Self,KORS,,"$1,001 - $15,000",Sheldon Whitehouse
10/02/2014,Self,YUM,,"$15,001 - $50,000",Sheldon Whitehouse
10/02/2014,Self,M,,"$1,001 - $15,000",Sheldon Whitehouse
10/02/2014,Self,A,,"$1,001 - $15,000",Sheldon Whitehouse
10/02/2014,Self,UL,,"$1,001 - $15,000",Sheldon Whitehouse
11/13/2014,Joint,PEP,,"$1,001 - $15,000",Sheldon Whitehouse
11/13/2014,Joint,T,,"$15,001 - $50,000",Sheldon Whitehouse
11/13/2014,Joint,--,,"$15,001 - $50,000",Sheldon Whitehouse
11/13/2014,Joint,PRU,,"$1,001 - $15,000",Sheldon Whitehouse
11/13/2014,Joint,M,,"$1,001 - $15,000",Sheldon Whitehouse
11/10/2014,Joint,DHR,,"$1,001 - $15,000",Sheldon Whitehouse
11/10/2014,Joint,F,,"$1,001 - $15,000",Sheldon Whitehouse
11/10/2014,Self,DHR,,"$15,001 - $50,000",Sheldon Whitehouse
11/10/2014,Self,BABA,,"$15,001 - $50,000",Sheldon Whitehouse
11/10/2014,Self,F,,"$1,001 - $15,000",Sheldon Whitehouse
07/29/2015,Joint,FEYE,Stock,"$1,001 - $15,000",John F Reed
07/31/2015,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
07/30/2015,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
07/21/2015,Spouse,NWN,Stock,"$1,001 - $15,000",Thomas R Carper
07/21/2015,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
07/21/2015,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
07/21/2015,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
07/10/2015,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
07/10/2015,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
07/09/2015,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
07/20/2015,Self,CLR,Stock,"$15,001 - $50,000",James M Inhofe
07/21/2015,Spouse,ABT,Stock,"$1,001 - $15,000",Shelley M Capito
07/06/2015,Self,KHC,Stock,"$250,001 - $500,000",John Hoeven
07/06/2015,Self,KRFT,Stock,"$250,001 - $500,000",John Hoeven
07/15/2015,Self,FANG,Stock,"$50,001 - $100,000",James M Inhofe
07/27/2015,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/27/2015,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/24/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/23/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/23/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/23/2015,Joint,SE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/22/2015,Joint,CVC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/22/2015,Joint,CVC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/22/2015,Joint,SE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/22/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/21/2015,Joint,PYPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/21/2015,Joint,EBAY,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/20/2015,Joint,CVC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/20/2015,Joint,WOOF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/17/2015,Joint,EBAY,Stock,"$15,001 - $50,000","David A Perdue , Jr"
07/17/2015,Joint,PKI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/17/2015,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/17/2015,Joint,PKI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/16/2015,Joint,CVC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/14/2015,Joint,CVC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/14/2015,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
07/13/2015,Joint,DVN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/13/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/09/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/09/2015,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
07/08/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/07/2015,Joint,CVC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
06/29/2015,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
06/29/2015,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
07/07/2015,Spouse,T,Stock,"$1,001 - $15,000",Sheldon Whitehouse
07/10/2015,Joint,BIIB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
07/10/2015,Child,LLTC,Stock,"$1,001 - $15,000",Sheldon Whitehouse
07/10/2015,Child,T,Stock,"$1,001 - $15,000",Sheldon Whitehouse
07/10/2015,Self,BIIB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
07/10/2015,Self,MRK,Stock,"$1,001 - $15,000",Sheldon Whitehouse
07/07/2015,Self,GPRO,Stock,"$1,001 - $15,000",Sheldon Whitehouse
07/07/2015,Self,M,Stock,"$15,001 - $50,000",Sheldon Whitehouse
06/15/2015,Self,CY,Stock,"$15,001 - $50,000",Sheldon Whitehouse
06/15/2015,Self,TRIP,Stock,"$1,001 - $15,000",Sheldon Whitehouse
06/15/2015,Self,CHL,Stock,"$15,001 - $50,000",Sheldon Whitehouse
07/23/2014,Spouse,LNT,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,ARE,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,BUD,Stock,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,AMT,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,BIIB,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,BTE,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,BWA,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,BMR,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,DAL,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,CME,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,ECL,,"$15,001 - $50,000",Susan M Collins
07/23/2014,Spouse,EMC,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,EPR,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,ENLC,Stock,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,GE,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,GRMN,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,HRS,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,HCC,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,HUB-B,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,HTGC,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,JNJ,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,HUN,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,MMC,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,LECO,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,NSRGY,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,MCK,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,PPG,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,OGS,Stock,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,PGH,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,PKG,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,PSX,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,PBCT,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,HSIC,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,PL,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,STE,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,SNA,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,WASH,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,TRV,,"$1,001 - $15,000",Susan M Collins
07/23/2014,Spouse,MLPRX,,"$15,001 - $50,000",Susan M Collins
07/23/2014,Spouse,WEC,,"$1,001 - $15,000",Susan M Collins
03/04/2014,Spouse,LBTYK,Stock,"$1,001 - $15,000",Susan M Collins
03/10/2014,Spouse,XTXI,Stock,"$1,001 - $15,000",Susan M Collins
03/12/2014,Spouse,NWL,,"$1,001 - $15,000",Susan M Collins
03/11/2014,Spouse,ACE,,"$1,001 - $15,000",Susan M Collins
03/11/2014,Spouse,VRX,,"$1,001 - $15,000",Susan M Collins
03/07/2014,Spouse,FB,,"$1,001 - $15,000",Susan M Collins
03/07/2014,Spouse,SLB,,"$1,001 - $15,000",Susan M Collins
03/07/2014,Spouse,GE,,"$1,001 - $15,000",Susan M Collins
03/04/2014,Spouse,RHT,,"$1,001 - $15,000",Susan M Collins
09/25/2014,Spouse,--,Municipal Security,"$15,001 - $50,000",Susan M Collins
06/17/2014,Spouse,--,Stock,"$15,001 - $50,000",Susan M Collins
06/19/2014,Spouse,LMGEX,,"$15,001 - $50,000",Susan M Collins
06/19/2014,Spouse,WY,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,WCN,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,WMT,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,UPS,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,TCAP,Stock,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,SRCL,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,SBGI,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,ROP,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,ROC,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,PG,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,PX,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,PNM,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,PRGO,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,PRE,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,OXY,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,MCHP,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,MPW,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,LVS,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,HFC,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,GOOGL,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,GS,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,AJG,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,FNF,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,CR,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,C,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,CMO,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,BMY,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,AIT,,"$1,001 - $15,000",Susan M Collins
06/19/2014,Spouse,AGCO,Stock,"$1,001 - $15,000",Susan M Collins
01/13/2014,Spouse,--,Municipal Security,"$15,001 - $50,000",Susan M Collins
01/15/2014,Spouse,CVX,Stock,"$1,001 - $15,000",Susan M Collins
01/07/2014,Spouse,VZ,Stock,"$1,001 - $15,000",Susan M Collins
01/29/2014,Spouse,MSFT,,"$1,001 - $15,000",Susan M Collins
01/29/2014,Spouse,C,,"$1,001 - $15,000",Susan M Collins
01/29/2014,Spouse,C,,"$1,001 - $15,000",Susan M Collins
01/28/2014,Spouse,EBAY,,"$1,001 - $15,000",Susan M Collins
01/24/2014,Spouse,FB,,"$1,001 - $15,000",Susan M Collins
01/24/2014,Spouse,CRM,,"$1,001 - $15,000",Susan M Collins
01/24/2014,Spouse,GE,,"$1,001 - $15,000",Susan M Collins
12/18/2014,Spouse,TOLLX,Stock,"$1,001 - $15,000",Susan M Collins
12/15/2014,Spouse,TOLLX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2014,Spouse,WASCX,Stock,"$1,001 - $15,000",Susan M Collins
12/10/2014,Spouse,BMGAX,Stock,"$1,001 - $15,000",Susan M Collins
12/10/2014,Spouse,BMGAX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2015,Spouse,DVFAX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2014,Spouse,DVFAX,Stock,"$1,001 - $15,000",Susan M Collins
12/18/2014,Spouse,TOLLX,Stock,"$1,001 - $15,000",Susan M Collins
12/15/2014,Spouse,TOLLX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2014,Spouse,WASCX,Stock,"$1,001 - $15,000",Susan M Collins
12/10/2014,Spouse,BMGAX,Stock,"$1,001 - $15,000",Susan M Collins
12/10/2014,Spouse,BMGAX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2015,Spouse,DVFAX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2014,Spouse,DVFAX,Stock,"$1,001 - $15,000",Susan M Collins
04/22/2014,Spouse,BAC,,"$1,001 - $15,000",Susan M Collins
04/22/2014,Spouse,COP,,"$1,001 - $15,000",Susan M Collins
04/23/2014,Spouse,GS,,"$1,001 - $15,000",Susan M Collins
04/23/2014,Spouse,AXP,,"$1,001 - $15,000",Susan M Collins
04/21/2014,Spouse,SCHW,,"$1,001 - $15,000",Susan M Collins
04/17/2014,Spouse,COP,,"$1,001 - $15,000",Susan M Collins
04/10/2014,Spouse,FOXA,,"$1,001 - $15,000",Susan M Collins
04/10/2014,Spouse,LOW,,"$1,001 - $15,000",Susan M Collins
04/10/2014,Spouse,LBTYK,,"$1,001 - $15,000",Susan M Collins
04/10/2014,Spouse,LBTYA,Stock,"$1,001 - $15,000",Susan M Collins
04/10/2014,Spouse,GOOG,,"$1,001 - $15,000",Susan M Collins
04/10/2014,Spouse,DAL,,"$1,001 - $15,000",Susan M Collins
04/14/2014,Spouse,GILD,,"$1,001 - $15,000",Susan M Collins
04/15/2014,Spouse,AJG,,"$1,001 - $15,000",Susan M Collins
04/11/2014,Spouse,DAL,,"$1,001 - $15,000",Susan M Collins
12/18/2014,Spouse,TOLLX,Stock,"$1,001 - $15,000",Susan M Collins
12/15/2014,Spouse,TOLLX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2014,Spouse,WASCX,Stock,"$1,001 - $15,000",Susan M Collins
12/10/2014,Spouse,BMGAX,Stock,"$1,001 - $15,000",Susan M Collins
12/10/2014,Spouse,BMGAX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2015,Spouse,DVFAX,Stock,"$1,001 - $15,000",Susan M Collins
12/11/2014,Spouse,DVFAX,Stock,"$1,001 - $15,000",Susan M Collins
06/30/2015,Self,ALTR,Stock,"$1,001 - $15,000",John F Reed
06/30/2015,Self,AMG,Stock,"$1,001 - $15,000",John F Reed
06/30/2015,Joint,ALTR,Stock,"$1,001 - $15,000",John F Reed
06/30/2015,Joint,AMG,Stock,"$1,001 - $15,000",John F Reed
05/18/2015,Self,--,Other Securities,"$15,001 - $50,000",Patrick J Toomey
05/27/2015,Self,--,Other Securities,"$1,001 - $15,000",Patrick J Toomey
06/01/2015,Self,--,Other Securities,"$1,001 - $15,000",Patrick J Toomey
07/09/2015,Self,MSACX,Stock,"$15,001 - $50,000",James M Inhofe
07/09/2015,Self,VADDX,Stock,"$1,001 - $15,000",James M Inhofe
07/09/2015,Self,NGIPX,Stock,"$1,001 - $15,000",James M Inhofe
07/09/2015,Self,WSTMX,Stock,"$1,001 - $15,000",James M Inhofe
07/09/2015,Self,VMIIX,Stock,"$1,001 - $15,000",James M Inhofe
07/09/2015,Self,VSMIX,Stock,"$1,001 - $15,000",James M Inhofe
07/09/2015,Self,ACSDX,Stock,"$1,001 - $15,000",James M Inhofe
07/09/2015,Self,MGEMX,Stock,"$1,001 - $15,000",James M Inhofe
07/09/2015,Self,BIIB,Stock,"$15,001 - $50,000",James M Inhofe
07/09/2015,Self,CLR,Stock,"$15,001 - $50,000",James M Inhofe
07/09/2015,Self,GE,Stock,"$1,001 - $15,000",James M Inhofe
07/09/2015,Self,PCLN,Stock,"$15,001 - $50,000",James M Inhofe
07/09/2015,Self,MRK,Stock,"$50,001 - $100,000",James M Inhofe
07/09/2015,Self,ITC,Stock,"$50,001 - $100,000",James M Inhofe
07/09/2015,Self,ABT,Stock,"$50,001 - $100,000",James M Inhofe
06/22/2015,Self,NGIPX,Stock,"$1,001 - $15,000",James M Inhofe
06/17/2015,Spouse,--,Municipal Security,"$15,001 - $50,000","Angus S King, Jr."
06/10/2015,Spouse,--,Municipal Security,"$15,001 - $50,000","Angus S King, Jr."
06/09/2015,Self,GILD,Stock,"$50,001 - $100,000",James M Inhofe
06/03/2015,Joint,BUNT-RP,Stock,"$1,001 - $15,000",Patrick J Toomey
06/04/2015,Joint,VZ,Stock,"$1,001 - $15,000",Patrick J Toomey
06/16/2015,Joint,CVX,Stock,"$1,001 - $15,000",Patrick J Toomey
06/16/2015,Joint,PFS,Stock,"$15,001 - $50,000",Patrick J Toomey
06/23/2015,Joint,PFS,Stock,"$15,001 - $50,000",Patrick J Toomey
06/24/2015,Joint,PFS,Stock,"$15,001 - $50,000",Patrick J Toomey
06/09/2015,Spouse,--,Municipal Security,"$15,001 - $50,000",Susan M Collins
06/24/2015,Spouse,--,Stock,"$15,001 - $50,000",Pat Roberts
06/11/2015,Spouse,--,Stock,"$1,001 - $15,000",Pat Roberts
06/09/2015,Spouse,--,Stock,"$1,001 - $15,000",Pat Roberts
06/09/2015,Spouse,--,Stock,"$1,001 - $15,000",Pat Roberts
06/12/2015,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
06/26/2015,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
06/25/2015,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
06/24/2015,Spouse,CVG,Stock,"$1,001 - $15,000",Thomas R Carper
06/24/2015,Spouse,ATML,Stock,"$1,001 - $15,000",Thomas R Carper
06/25/2015,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
06/12/2015,Spouse,DD,Stock,"$1,001 - $15,000",Thomas R Carper
06/19/2015,Joint,CVC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
06/11/2015,Joint,ANTM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/29/2015,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
06/03/2015,Joint,AXLL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
06/04/2015,Joint,PG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
06/16/2015,Self,STAG,Stock,"$1,001 - $15,000",Gary C Peters
06/12/2015,Joint,--,Municipal Security,"$15,001 - $50,000",Michael  B Enzi
06/03/2015,Joint,--,Municipal Security,"$1,001 - $15,000",Michael  B Enzi
06/04/2015,Self,CLR,Stock,"$1,001 - $15,000",James M Inhofe
06/04/2015,Joint,LSCC,Stock,"$1,001 - $15,000",John F Reed
06/04/2015,Self,LSCC,Stock,"$1,001 - $15,000",John F Reed
05/08/2015,Spouse,--,Non-Public Stock,"$1,001 - $15,000","Angus S King, Jr."
05/05/2015,Spouse,--,Municipal Security,"$15,001 - $50,000","Angus S King, Jr."
05/21/2015,Spouse,--,Municipal Security,"$15,001 - $50,000",Susan M Collins
02/23/2015,Joint,BA,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/24/2015,Joint,SMEZ,Stock,"$15,001 - $50,000","David A Perdue , Jr"
03/11/2015,Joint,CAT,Stock,"$15,001 - $50,000","David A Perdue , Jr"
03/25/2015,Joint,SPY,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/20/2015,Joint,RF,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/20/2015,Joint,CL,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/15/2015,Joint,CLX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/22/2015,Joint,BCR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,SYY,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,PG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,FOX,Stock,"$15,001 - $50,000","David A Perdue , Jr"
04/02/2015,Joint,AVP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,FOXA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,JNJ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,KO,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,MSFT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/06/2015,Joint,SYY,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/11/2015,Joint,CMCSK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/11/2015,Joint,FOX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/12/2015,Joint,CMCSK,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/12/2015,Joint,FOX,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/07/2015,Joint,AM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/14/2015,Joint,AR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/15/2015,Joint,BPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/11/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/12/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/02/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/17/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/18/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
