transaction_date,owner,ticker,asset_type,amount,senator
11/15/2016,Self,UL,Stock,"$15,001 - $50,000",Sheldon Whitehouse
11/15/2016,Self,JCI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/28/2016,Self,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/28/2016,Self,ORCL,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/28/2016,Self,DEO,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/23/2016,Self,MDU,Stock,"$100,001 - $250,000",John Hoeven
11/25/2016,Self,PFE,Stock,"$50,001 - $100,000",John Hoeven
11/23/2016,Self,AMGN,Stock,"$50,001 - $100,000",John Hoeven
12/01/2016,Self,CERN,Stock,"$50,001 - $100,000",James M Inhofe
11/15/2016,Self,CTSH,Stock,"$15,001 - $50,000",James M Inhofe
12/02/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/02/2016,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/02/2016,Joint,VSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/01/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/29/2016,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/28/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/25/2016,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/23/2016,Joint,FOXA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/18/2016,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/18/2016,Joint,WMB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/18/2016,Joint,SE,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/18/2016,Joint,SLB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/18/2016,Joint,WMB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/18/2016,Joint,SE,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/18/2016,Joint,KHC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/18/2016,Joint,EXR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/18/2016,Joint,EXR,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/18/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/18/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/17/2016,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/17/2016,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/16/2016,Joint,BAC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/15/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/15/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/15/2016,Joint,VSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/15/2016,Joint,CAB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/11/2016,Joint,GEL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/11/2016,Joint,WMB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/11/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/10/2016,Joint,WMB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/10/2016,Joint,WMB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/10/2016,Joint,WMB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/10/2016,Joint,DIS,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/10/2016,Joint,--,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/10/2016,Joint,DIS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/09/2016,Joint,DPM,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/08/2016,Joint,BAX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2016,Joint,WLK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2016,Joint,VSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2016,Joint,SPY,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2016,Joint,SPY,Stock,"$50,001 - $100,000","David A Perdue , Jr"
11/07/2016,Joint,BAX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2016,Joint,VIAB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2016,Joint,MOS,Stock,"$100,001 - $250,000","David A Perdue , Jr"
11/07/2016,Joint,VSM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/10/2016,Spouse,--,Municipal Security,"$15,001 - $50,000",Lamar Alexander
11/08/2016,Spouse,--,Municipal Security,"$15,001 - $50,000",Lamar Alexander
11/21/2016,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
11/21/2016,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
11/18/2016,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
11/17/2016,Spouse,RAI,Stock,"$1,001 - $15,000",Thomas R Carper
11/17/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/14/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/14/2016,Spouse,SCCO,Stock,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$15,001 - $50,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/11/2016,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
11/08/2016,Spouse,ASIX,Stock,"$1,001 - $15,000",Thomas R Carper
11/14/2016,Spouse,NOC,Stock,"$1,001 - $15,000",Pat Roberts
11/14/2016,Spouse,COST,Stock,"$15,001 - $50,000",Pat Roberts
11/15/2016,Spouse,HDS,Stock,"$1,001 - $15,000",Pat Roberts
11/22/2016,Joint,PFS,Stock,"$15,001 - $50,000",Patrick J Toomey
11/23/2016,Self,FEYE,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Self,XSD,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Self,HACK,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Self,ISRG,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Self,WETF,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Self,TMO,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Joint,EEM,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Joint,TMO,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Joint,XSD,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Joint,ISRG,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Joint,WETF,Stock,"$1,001 - $15,000",John F Reed
11/23/2016,Joint,VWO,Stock,"$1,001 - $15,000",John F Reed
11/07/2016,Joint,--,Non-Public Stock,"$15,001 - $50,000",Mike Rounds
10/31/2016,Spouse,CVX,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,QCOM,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,PX,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,NSC,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,JNJ,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,EV,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,VFC,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,PPG,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,LOW,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,GWW,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,CVS,Stock,"$1,001 - $15,000",William Cassidy
10/31/2016,Spouse,AMGN,Stock,"$1,001 - $15,000",William Cassidy
10/19/2016,Spouse,TEVA,Stock,"$1,001 - $15,000","Angus S King, Jr."
10/19/2016,Spouse,GE,Stock,"$1,001 - $15,000","Angus S King, Jr."
10/25/2016,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
10/25/2016,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
10/20/2016,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
10/17/2016,Self,--,Municipal Security,"$15,001 - $50,000",Gary C Peters
10/17/2016,Self,CVS,Stock,"$1,001 - $15,000",Gary C Peters
10/03/2016,Child,ASIX,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/03/2016,Joint,ASIX,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/03/2016,Self,ASIX,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Joint,HSBC,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Child,HAS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Child,DIS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Spouse,BRK-B,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Spouse,JPM,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Spouse,IBM,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Self,BRK-B,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Joint,MCK,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Joint,MA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Joint,CB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Self,DEO,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Self,WFC,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Self,HAS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/26/2016,Self,IBM,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/27/2016,Joint,CAB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/24/2016,Joint,GLW,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/24/2016,Joint,GLW,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/21/2016,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/19/2016,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/12/2016,Joint,CAB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/12/2016,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/12/2016,Joint,BAX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/11/2016,Joint,CAB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/11/2016,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
10/07/2016,Joint,--,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/06/2016,Joint,CAB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/05/2016,Joint,SPY,Stock,"$50,001 - $100,000","David A Perdue , Jr"
10/05/2016,Joint,MOS,Stock,"$50,001 - $100,000","David A Perdue , Jr"
10/05/2016,Joint,SPY,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/05/2016,Joint,--,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/06/2016,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
10/11/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
10/12/2016,Self,CSX,Stock,"$50,001 - $100,000",James M Inhofe
09/30/2016,Self,DIS,Stock,"$50,001 - $100,000",James M Inhofe
09/13/2016,Self,A,Stock,"$50,001 - $100,000",James M Inhofe
09/13/2016,Self,AGN,Stock,"$15,001 - $50,000",James M Inhofe
09/30/2016,Self,VZ,Corporate Bond,"$1,001 - $15,000",Gary C Peters
09/13/2016,Joint,PEY,Stock,"$15,001 - $50,000",Patrick J Toomey
09/20/2016,Joint,BUNT,Stock,"$1,001 - $15,000",Patrick J Toomey
10/06/2016,Self,IYT,Stock,"$1,001 - $15,000",John F Reed
09/26/2016,Joint,--,Non-Public Stock,"$250,001 - $500,000",Mike Rounds
09/16/2016,Spouse,--,Corporate Bond,"$50,001 - $100,000",Susan M Collins
09/08/2016,Spouse,SYK,Corporate Bond,"$50,001 - $100,000",Susan M Collins
09/23/2016,Spouse,WFC,Stock,"$15,001 - $50,000",Susan M Collins
09/23/2016,Spouse,USB,Stock,"$15,001 - $50,000",Susan M Collins
12/30/2015,Spouse,--,Stock,"$1,001 - $15,000",William Cassidy
12/30/2015,Spouse,--,Stock,"$1,001 - $15,000",William Cassidy
12/30/2015,Spouse,--,Stock,"$1,001 - $15,000",William Cassidy
09/06/2016,Child,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/26/2016,Child,MAR,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/28/2016,Spouse,FB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/06/2016,Joint,NFLX,Stock,"$15,001 - $50,000",Sheldon Whitehouse
09/06/2016,Joint,NSRGY,Stock,"$15,001 - $50,000",Sheldon Whitehouse
09/22/2016,Joint,--,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/22/2016,Joint,WEC,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/22/2016,Joint,DIS,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/22/2016,Joint,SO,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/28/2016,Joint,EL,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/28/2016,Joint,MCK,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/28/2016,Joint,VOD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/28/2016,Joint,BA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/28/2016,Self,AXP,Stock,"$15,001 - $50,000",Sheldon Whitehouse
09/28/2016,Self,WM,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/06/2016,Self,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/06/2016,Self,REGN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/22/2016,Joint,TMO,Stock,"$1,001 - $15,000",John F Reed
09/22/2016,Joint,DHR,Stock,"$1,001 - $15,000",John F Reed
09/22/2016,Self,TMO,Stock,"$1,001 - $15,000",John F Reed
09/22/2016,Self,DHR,Stock,"$1,001 - $15,000",John F Reed
09/26/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
09/26/2016,Spouse,MDT,Stock,"$1,001 - $15,000",Thomas R Carper
09/09/2016,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
09/08/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
09/23/2016,Joint,PG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/28/2016,Joint,WLK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/27/2016,Joint,PG,Stock,"$15,001 - $50,000","David A Perdue , Jr"
09/21/2016,Joint,EPD,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/21/2016,Joint,ENB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
09/21/2016,Joint,ENB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/15/2016,Joint,ETP,Stock,"$15,001 - $50,000","David A Perdue , Jr"
09/13/2016,Joint,GEL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/13/2016,Joint,GEL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/13/2016,Joint,GEL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/13/2016,Joint,PAA,Stock,"$15,001 - $50,000","David A Perdue , Jr"
09/13/2016,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/12/2016,Joint,SBUX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/12/2016,Joint,SE,Stock,"$15,001 - $50,000","David A Perdue , Jr"
09/07/2016,Joint,WFM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/06/2016,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/06/2016,Joint,USG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/01/2016,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/01/2016,Joint,USG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
09/08/2016,Spouse,--,Municipal Security,"$50,001 - $100,000",Lamar Alexander
09/12/2016,Self,TMO,Stock,"$1,001 - $15,000",John F Reed
09/12/2016,Self,IYT,Stock,"$1,001 - $15,000",John F Reed
09/12/2016,Self,DHR,Stock,"$1,001 - $15,000",John F Reed
09/12/2016,Joint,TMO,Stock,"$1,001 - $15,000",John F Reed
09/12/2016,Joint,DHR,Stock,"$1,001 - $15,000",John F Reed
09/02/2016,Self,IYT,Stock,"$1,001 - $15,000",John F Reed
08/29/2016,Self,--,Corporate Bond,"$15,001 - $50,000",Gary C Peters
08/24/2016,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
09/15/2016,Self,AGN,Stock,"$15,001 - $50,000",James M Inhofe
08/12/2016,Self,PRGO,Stock,"$50,001 - $100,000",James M Inhofe
08/26/2016,Spouse,--,Corporate Bond,"$50,001 - $100,000",Susan M Collins
08/01/2016,Spouse,TMK,Stock,"$15,001 - $50,000",Susan M Collins
08/01/2016,Spouse,RHT,Stock,"$15,001 - $50,000",Susan M Collins
09/06/2016,Joint,NFLX,Stock,"$15,001 - $50,000",Sheldon Whitehouse
09/06/2016,Joint,NSRGY,Stock,"$15,001 - $50,000",Sheldon Whitehouse
08/18/2016,Joint,PSA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
08/18/2016,Joint,MET,Stock,"$1,001 - $15,000",Sheldon Whitehouse
08/15/2016,Joint,CAT,Corporate Bond,"$15,001 - $50,000",Sheldon Whitehouse
08/18/2016,Spouse,GE,Stock,"$1,001 - $15,000",Sheldon Whitehouse
08/18/2016,Spouse,TJX,Stock,"$1,001 - $15,000",Sheldon Whitehouse
08/18/2016,Child,SBUX,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/06/2016,Child,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
08/18/2016,Child,BMY,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/06/2016,Self,REGN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
09/06/2016,Self,GILD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
08/18/2016,Self,RYAAY,Stock,"$15,001 - $50,000",Sheldon Whitehouse
08/08/2016,Self,UA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
08/05/2016,Self,FB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/14/2015,Joint,MCD,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/27/2015,Child,MDT,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/14/2015,Child,ETN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/14/2015,Joint,DD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/14/2015,Joint,ETN,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/23/2015,Self,DHR,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/23/2015,Self,ACE,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/23/2015,Self,GILD,Stock,"$15,001 - $50,000",Sheldon Whitehouse
01/14/2015,Self,AIG,Stock,"$1,001 - $15,000",Sheldon Whitehouse
01/14/2015,Self,KLXI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
08/03/2016,Joint,CVX,Stock,"$15,001 - $50,000",Patrick J Toomey
08/26/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
08/26/2016,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
08/19/2016,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
08/16/2016,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
02/23/2015,Joint,BA,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/24/2015,Joint,FEZ,Stock,"$15,001 - $50,000","David A Perdue , Jr"
03/11/2015,Joint,CAT,Stock,"$15,001 - $50,000","David A Perdue , Jr"
03/25/2015,Joint,--,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/20/2015,Joint,RF,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/20/2015,Joint,CL,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/15/2015,Joint,CLX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/22/2015,Joint,BCR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,SYY,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,PG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,FOX,Stock,"$15,001 - $50,000","David A Perdue , Jr"
04/02/2015,Joint,AVP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,FOXA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,JNJ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,KO,Stock,"$1,001 - $15,000","David A Perdue , Jr"
04/02/2015,Joint,MSFT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/06/2015,Joint,SYY,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/11/2015,Joint,CMCSK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/11/2015,Joint,FOX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/12/2015,Joint,CMCSK,Stock,"$15,001 - $50,000","David A Perdue , Jr"
05/12/2015,Joint,FOX,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/07/2015,Joint,AM,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/14/2015,Joint,AR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/15/2015,Joint,BPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/11/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/12/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/02/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/17/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/18/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/19/2015,Joint,WPZ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/26/2015,Joint,PAA,Stock,"$15,001 - $50,000","David A Perdue , Jr"
03/02/2015,Joint,NGLS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
03/03/2015,Joint,NGLS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
03/04/2015,Joint,NGLS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
03/12/2015,Joint,ETE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
03/13/2015,Joint,ETE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
03/13/2015,Joint,ETE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/21/2015,Joint,PAA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/21/2015,Joint,PAA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/22/2015,Joint,PAA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
05/22/2015,Joint,PAA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/08/2015,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/08/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/08/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/09/2015,Joint,CBS,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/13/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/13/2015,Joint,BK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/13/2015,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/14/2015,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/14/2015,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/14/2015,Joint,ZTS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/21/2015,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/23/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/26/2015,Joint,BK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/27/2015,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/27/2015,Joint,TAP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/29/2015,Joint,TAP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/29/2015,Joint,ZTS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/30/2015,Joint,ZTS,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/03/2015,Joint,TAP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/04/2015,Joint,TAP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/04/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/04/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/05/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/05/2015,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/05/2015,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/05/2015,Joint,CIT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/06/2015,Joint,AAN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/09/2015,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/10/2015,Joint,WOOF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/11/2015,Joint,TAP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/12/2015,Joint,XLS-WI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/12/2015,Joint,CIT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2015,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2015,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/13/2015,Joint,CBS,Stock,"$15,001 - $50,000","David A Perdue , Jr"
02/17/2015,Joint,CIT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
02/17/2015,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
