senator,ticker,owner,type,transaction_date
Pat Roberts,FB,Spouse,Purchase,4/28/2016
Pat Roberts,ZNGA,Spouse,Sale (Partial),4/20/2016
Pat Roberts,GM,Spouse,Sale (Full),6/16/2015
James M Inhofe,SYF,Self,Purchase,4/21/2016
James M Inhofe,C,Self,Purchase,4/13/2016
James M Inhofe,RRC,Self,Sale (Full),3/24/2016
James M Inhofe,NFX,Self,Purchase,3/24/2016
John Hoeven,--,Self,Purchase,4/8/2016
Gary C Peters,--,Self,Purchase,4/6/2016
Gary C Peters,--,Self,Purchase,3/22/2016
Gary C Peters,--,Self,Purchase,3/22/2016
"Joseph Manchin, III",--,Spouse,Purchase,3/17/2016
Susan M Collins,SRCL,Spouse,Purchase,3/9/2016
Susan M Collins,--,Spouse,Purchase,3/9/2016
Susan M Collins,RHT,Spouse,Purchase,3/9/2016
Susan M Collins,--,Spouse,Purchase,3/30/2016
Thomas R Carper,SE,Spouse,Purchase,3/31/2016
Thomas R Carper,--,Spouse,Sale (Full),3/31/2016
Shelley M Capito,AAPL,Spouse,Purchase,3/22/2016
Sheldon Whitehouse,NWL,Joint,Purchase,3/24/2016
Sheldon Whitehouse,FB,Joint,Purchase,3/24/2016
Sheldon Whitehouse,MET,Joint,Purchase,3/24/2016
Sheldon Whitehouse,V,Child,Sale (Partial),3/1/2016
Sheldon Whitehouse,CVS,Child,Sale (Partial),3/1/2016
Sheldon Whitehouse,HOT,Child,Purchase,3/1/2016
Sheldon Whitehouse,NWL,Child,Purchase,3/1/2016
Sheldon Whitehouse,NWL,Self,Purchase,3/24/2016
Sheldon Whitehouse,HD,Self,Sale (Partial),3/24/2016
Sheldon Whitehouse,CSCO,Self,Purchase,3/24/2016
Sheldon Whitehouse,LRCX,Self,Purchase,3/24/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/28/2016
"David A Perdue , Jr",QCOM,Joint,Purchase,3/22/2016
"David A Perdue , Jr",HAL,Joint,Sale (Full),3/22/2016
"David A Perdue , Jr",MA,Joint,Purchase,3/22/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/21/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/18/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/15/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/14/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/11/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/10/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/8/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/7/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/7/2016
"David A Perdue , Jr",BAC,Joint,Purchase,3/4/2016
"David A Perdue , Jr",CAB,Joint,Sale (Partial),3/3/2016
"David A Perdue , Jr",USG,Joint,Purchase,3/2/2016
"David A Perdue , Jr",USG,Joint,Purchase,3/2/2016
"David A Perdue , Jr",CAB,Joint,Sale (Partial),3/1/2016
Rafael E Cruz,GS,Joint,Sale (Partial),2/25/2016
Rafael E Cruz,OKE,Joint,Sale (Partial),2/25/2016
John Hoeven,IVZ,Self,Purchase,3/7/2016
John Hoeven,PRU,Self,Purchase,3/7/2016
John Hoeven,FB,Self,Purchase,3/7/2016
John Hoeven,GOOG,Self,Purchase,3/7/2016
Gary C Peters,--,Self,Purchase,3/2/2016
Gary C Peters,--,Self,Purchase,3/2/2016
Gary C Peters,--,Self,Purchase,3/2/2016
James M Inhofe,CTSH,Self,Purchase,3/11/2016
James M Inhofe,SWN,Self,Sale (Full),3/4/2016
James M Inhofe,SYF,Self,Purchase,2/24/2016
"Angus S King, Jr.",--,Spouse,Sale (Full),2/22/2016
"Angus S King, Jr.",--,Spouse,Purchase,2/11/2016
Patrick J Toomey,--,Joint,Sale (Partial),2/11/2016
John F Reed,NCR,Self,Sale (Full),3/3/2016
Michael  B Enzi,KEY,Self,Sale (Full),2/10/2016
John F Reed,FDX,Joint,Purchase,2/29/2016
John F Reed,FDX,Self,Purchase,2/29/2016
Thomas R Carper,ADT,Spouse,Sale (Full),2/16/2016
Thomas R Carper,--,Spouse,Purchase,2/11/2016
Thomas R Carper,--,Spouse,Purchase,2/2/2016
Susan M Collins,--,Spouse,Sale (Full),2/1/2016
Susan M Collins,--,Spouse,Sale (Full),2/1/2016
Susan M Collins,--,Spouse,Sale (Full),2/1/2016
Susan M Collins,--,Spouse,Sale (Full),2/1/2016
Susan M Collins,EMC,Spouse,Sale (Full),2/9/2016
Thomas R Carper,ADT.F,Spouse,Sale (Full),2/16/2016
Thomas R Carper,--,Spouse,Purchase,2/11/2016
Thomas R Carper,--,Spouse,Purchase,2/2/2016
John Hoeven,ADP,Self,Purchase,2/9/2016
"David A Perdue , Jr",HYH,Joint,Purchase,2/29/2016
"David A Perdue , Jr",GM,Joint,Purchase,2/26/2016
"David A Perdue , Jr",WFC,Joint,Purchase,2/25/2016
"David A Perdue , Jr",MA,Joint,Purchase,2/25/2016
"David A Perdue , Jr",AXP,Joint,Sale (Full),2/25/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,2/25/2016
"David A Perdue , Jr",ADT,Joint,Sale (Partial),2/23/2016
"David A Perdue , Jr",WFM,Joint,Purchase,2/23/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,2/23/2016
"David A Perdue , Jr",ETP,Joint,Purchase,2/22/2016
"David A Perdue , Jr",ETP,Joint,Purchase,2/22/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),2/22/2016
"David A Perdue , Jr",ADT,Joint,Sale (Partial),2/19/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),2/19/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),2/19/2016
"David A Perdue , Jr",ADT,Joint,Sale (Partial),2/18/2016
"David A Perdue , Jr",EPD,Joint,Purchase,2/17/2016
"David A Perdue , Jr",SYY,Joint,Sale (Partial),2/17/2016
"David A Perdue , Jr",ADT,Joint,Sale (Partial),2/17/2016
"David A Perdue , Jr",MOS,Joint,Purchase,2/17/2016
"David A Perdue , Jr",LYV,Joint,Purchase,2/17/2016
"David A Perdue , Jr",ADT,Joint,Sale (Partial),2/17/2016
"David A Perdue , Jr",LYV,Joint,Purchase,2/17/2016
"David A Perdue , Jr",CHRW,Joint,Sale (Partial),2/16/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,2/16/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,2/16/2016
"David A Perdue , Jr",ADT,Joint,Sale (Partial),2/16/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),2/12/2016
"David A Perdue , Jr",KN,Joint,Purchase,2/12/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,2/12/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),2/12/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),2/12/2016
"David A Perdue , Jr",WFM,Joint,Purchase,2/11/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,2/11/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),2/11/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),2/11/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),2/11/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),2/10/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),2/10/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),2/10/2016
"David A Perdue , Jr",LYV,Joint,Purchase,2/9/2016
"David A Perdue , Jr",HYH,Joint,Purchase,2/9/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),2/9/2016
"David A Perdue , Jr",WMB,Joint,Sale (Full),2/8/2016
"David A Perdue , Jr",WMB,Joint,Sale (Partial),2/8/2016
"David A Perdue , Jr",ETE,Joint,Sale (Partial),2/8/2016
"David A Perdue , Jr",ORCL,Joint,Purchase,2/5/2016
"David A Perdue , Jr",FOXA,Joint,Purchase,2/5/2016
"David A Perdue , Jr",HYH,Joint,Purchase,2/5/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),2/5/2016
"David A Perdue , Jr",PKI,Joint,Sale (Partial),2/4/2016
"David A Perdue , Jr",HYH,Joint,Purchase,2/4/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,2/3/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),2/3/2016
"David A Perdue , Jr",HYH,Joint,Purchase,2/3/2016
"David A Perdue , Jr",ADT,Joint,Purchase,2/2/2016
"David A Perdue , Jr",ADT,Joint,Purchase,2/2/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),2/2/2016
"David A Perdue , Jr",EPD,Joint,Purchase,2/1/2016
"David A Perdue , Jr",PKI,Joint,Sale (Partial),2/1/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,2/1/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),2/1/2016
John F Reed,CELG,Self,Purchase,2/11/2016
John F Reed,CELG,Joint,Purchase,2/11/2016
William Cassidy,COP,Spouse,Sale (Full),2/9/2016
William Cassidy,SLB,Spouse,Purchase,2/9/2016
Sheldon Whitehouse,FB,Joint,Purchase,1/28/2016
Sheldon Whitehouse,CP,Joint,Sale (Full),1/20/2016
Sheldon Whitehouse,CAT,Joint,Sale (Full),1/20/2016
Sheldon Whitehouse,BAC,Joint,Purchase,2/12/2016
Sheldon Whitehouse,NWL,Joint,Purchase,2/12/2016
Sheldon Whitehouse,FB,Joint,Purchase,2/16/2016
Sheldon Whitehouse,--,Spouse,Purchase,2/5/2016
Sheldon Whitehouse,TWTR,Spouse,Purchase,1/26/2016
Sheldon Whitehouse,TWTR,Self,Purchase,2/1/2016
Sheldon Whitehouse,JPM,Self,Purchase,1/20/2016
Sheldon Whitehouse,CP,Self,Sale (Full),1/20/2016
Sheldon Whitehouse,IONS,Self,Sale (Full),1/20/2016
"Angus S King, Jr.",CB,Spouse,Exchange,1/19/2016
"Angus S King, Jr.",--,Spouse,Exchange,1/19/2016
Gary C Peters,--,Self,Purchase,1/25/2016
Gary C Peters,--,Self,Purchase,1/25/2016
Gary C Peters,--,Self,Purchase,1/25/2016
Gary C Peters,--,Self,Purchase,1/26/2016
Gary C Peters,WPC,Self,Purchase,1/26/2016
Gary C Peters,NUE,Self,Purchase,1/26/2016
"Joseph Manchin, III",--,Spouse,Purchase,2/3/2016
"Joseph Manchin, III",--,Spouse,Purchase,2/3/2016
"Joseph Manchin, III",--,Spouse,Purchase,1/12/2016
Patrick J Toomey,SPY,Joint,Sale (Partial),2/11/2016
Patrick J Toomey,SPY160219P00180000,Joint,Sale (Full),1/19/2016
Patrick J Toomey,SPY160219P00180000,Joint,Purchase,1/19/2016
Patrick J Toomey,SPY160219P00180000,Joint,Purchase,1/19/2016
Patrick J Toomey,--,Joint,Purchase,12/31/2015
Patrick J Toomey,--,Joint,Purchase,12/31/2015
Patrick J Toomey,EEM,Joint,Sale (Partial),12/30/2015
John F Reed,TBF,Joint,Sale (Full),1/29/2016
John F Reed,TBF,Self,Sale (Full),1/29/2016
Shelley M Capito,COP,Spouse,Sale (Full),1/25/2016
Shelley M Capito,NKE,Spouse,Purchase,1/21/2016
Shelley M Capito,CB,Spouse,Purchase,1/21/2016
John Hoeven,MRK,Self,Purchase,1/28/2016
John Hoeven,AAPL,Self,Purchase,1/28/2016
John Hoeven,MCD,Self,Purchase,2/3/2016
Roy Blunt,--,Spouse,Sale (Full),12/11/2015
Roy Blunt,--,Spouse,Sale (Full),12/4/2015
Roy Blunt,--,Spouse,Sale (Full),12/30/2015
James M Inhofe,GILD,Self,Purchase,1/28/2016
James M Inhofe,CLR,Self,Purchase,1/8/2016
James M Inhofe,ITC,Self,Sale (Full),1/8/2016
James M Inhofe,CHK,Self,Sale (Full),1/8/2016
Thomas R Carper,--,Spouse,Purchase,1/27/2016
Thomas R Carper,--,Spouse,Purchase,1/27/2016
Thomas R Carper,--,Spouse,Sale (Partial),1/21/2016
Thomas R Carper,--,Spouse,Sale (Full),1/29/2016
Thomas R Carper,--,Spouse,Purchase,1/25/2016
Thomas R Carper,--,Spouse,Purchase,1/25/2016
Thomas R Carper,--,Spouse,Purchase,1/25/2016
Thomas R Carper,--,Spouse,Purchase,1/21/2016
Thomas R Carper,--,Spouse,Sale (Full),1/21/2016
Thomas R Carper,--,Spouse,Purchase,1/21/2016
Thomas R Carper,--,Spouse,Sale (Full),1/21/2016
Thomas R Carper,--,Spouse,Purchase,1/15/2016
Thomas R Carper,--,Spouse,Sale (Full),1/21/2016
Thomas R Carper,--,Spouse,Sale (Full),1/21/2016
Thomas R Carper,--,Spouse,Purchase,1/21/2016
Thomas R Carper,--,Spouse,Sale (Full),1/21/2016
Thomas R Carper,--,Spouse,Sale (Full),1/11/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/29/2016
"David A Perdue , Jr",WLK,Joint,Purchase,1/29/2016
"David A Perdue , Jr",WLK,Joint,Purchase,1/29/2016
"David A Perdue , Jr",LYV,Joint,Purchase,1/29/2016
"David A Perdue , Jr",WFM,Joint,Purchase,1/29/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/28/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,1/28/2016
"David A Perdue , Jr",HYH,Joint,Purchase,1/28/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/28/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/27/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,1/27/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),1/27/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,1/27/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,1/27/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/27/2016
"David A Perdue , Jr",AAPL,Joint,Purchase,1/27/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),1/27/2016
"David A Perdue , Jr",HYH,Joint,Purchase,1/26/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/25/2016
"David A Perdue , Jr",HYH,Joint,Purchase,1/25/2016
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),1/22/2016
"David A Perdue , Jr",HYH,Joint,Purchase,1/22/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/22/2016
"David A Perdue , Jr",HYH,Joint,Purchase,1/21/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),1/21/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),1/21/2016
"David A Perdue , Jr",BAC,Joint,Purchase,1/20/2016
"David A Perdue , Jr",PG,Joint,Purchase,1/20/2016
"David A Perdue , Jr",MO,Joint,Purchase,1/20/2016
"David A Perdue , Jr",WMB,Joint,Sale (Partial),1/20/2016
"David A Perdue , Jr",NKE,Joint,Purchase,1/20/2016
"David A Perdue , Jr",V,Joint,Purchase,1/20/2016
"David A Perdue , Jr",KHC,Joint,Purchase,1/20/2016
"David A Perdue , Jr",WFM,Joint,Purchase,1/20/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/20/2016
"David A Perdue , Jr",HYH,Joint,Purchase,1/20/2016
"David A Perdue , Jr",WLK,Joint,Purchase,1/15/2016
"David A Perdue , Jr",WFM,Joint,Purchase,1/15/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),1/14/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/14/2016
"David A Perdue , Jr",--,Joint,Purchase,1/14/2016
"David A Perdue , Jr",KN,Joint,Purchase,1/13/2016
"David A Perdue , Jr",LYV,Joint,Purchase,1/13/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),1/13/2016
"David A Perdue , Jr",PFE,Joint,Sale (Partial),1/13/2016
"David A Perdue , Jr",GE,Joint,Sale (Partial),1/13/2016
"David A Perdue , Jr",--,Joint,Sale (Partial),1/11/2016
"David A Perdue , Jr",--,Joint,Purchase,1/11/2016
"David A Perdue , Jr",--,Joint,Sale (Partial),1/8/2016
"David A Perdue , Jr",--,Joint,Purchase,1/8/2016
"David A Perdue , Jr",--,Joint,Purchase,1/7/2016
"David A Perdue , Jr",--,Joint,Purchase,1/7/2016
"David A Perdue , Jr",--,Joint,Purchase,1/7/2016
"David A Perdue , Jr",--,Joint,Purchase,1/7/2016
"David A Perdue , Jr",--,Joint,Sale (Partial),1/6/2016
Pat Roberts,GE,Spouse,Purchase,1/20/2016
Lamar Alexander,--,Spouse,Purchase,1/7/2016
Lamar Alexander,--,Spouse,Purchase,1/7/2016
Lamar Alexander,--,Spouse,Purchase,1/5/2016
Lamar Alexander,--,Spouse,Purchase,12/22/2015
Sheldon Whitehouse,LRCX,Joint,Purchase,12/22/2015
Sheldon Whitehouse,M,Joint,Sale (Partial),12/28/2015
Sheldon Whitehouse,LMT,Joint,Purchase,1/6/2016
Sheldon Whitehouse,MSFT,Joint,Purchase,1/6/2016
Sheldon Whitehouse,GILD,Child,Purchase,1/5/2016
Sheldon Whitehouse,GME,Child,Sale (Full),1/5/2016
Sheldon Whitehouse,NVDA,Self,Purchase,1/5/2016
Sheldon Whitehouse,NVDA,Child,Purchase,1/6/2016
Sheldon Whitehouse,LRCX,Self,Purchase,12/22/2015
Sheldon Whitehouse,CSCO,Self,Purchase,1/5/2016
Sheldon Whitehouse,WMT,Self,Purchase,1/5/2016
Sheldon Whitehouse,VZ,Self,Purchase,1/6/2016
Sheldon Whitehouse,UA,Self,Purchase,1/6/2016
Sheldon Whitehouse,NFLX,Child,Purchase,1/5/2016
Sheldon Whitehouse,MRK,Self,Purchase,1/14/2016
Sheldon Whitehouse,LLTC,Child,Purchase,1/5/2016
"Angus S King, Jr.",--,Spouse,Sale (Full),12/28/2015
"Angus S King, Jr.",KMI,Spouse,Sale (Full),12/16/2015
"Angus S King, Jr.",--,Spouse,Sale (Full),12/3/2015
John F Reed,VWO,Joint,Sale (Full),12/29/2015
William Cassidy,INTC,Spouse,Sale (Full),1/5/2016
William Cassidy,CMI,Spouse,Purchase,1/5/2016
William Cassidy,AAPL,Spouse,Purchase,1/5/2016
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/15/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Sale (Full),12/22/2015
Susan M Collins,--,Spouse,Sale (Full),12/22/2015
Susan M Collins,--,Spouse,Sale (Full),12/22/2015
Susan M Collins,--,Spouse,Sale (Full),12/22/2015
Susan M Collins,--,Spouse,Sale (Full),12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
Susan M Collins,--,Spouse,Purchase,12/22/2015
John Hoeven,UA,Self,Purchase,1/6/2016
Mike Rounds,--,Spouse,Sale (Full),12/28/2015
Patrick J Toomey,--,Joint,Sale (Partial),11/23/2016
Patrick J Toomey,--,Joint,Sale (Partial),1/4/2016
Patrick J Toomey,--,Joint,Sale (Partial),1/5/2016
Patrick J Toomey,--,Joint,Purchase,1/5/2016
James M Inhofe,--,Self,Sale (Full),12/14/2015
James M Inhofe,--,Self,Purchase,12/14/2015
James M Inhofe,--,Self,Sale (Full),12/14/2015
Pat Roberts,--,Spouse,Purchase,12/17/2015
Pat Roberts,--,Spouse,Purchase,12/10/2015
Pat Roberts,--,Spouse,Purchase,12/8/2015
Thomas R Carper,--,Spouse,Purchase,12/23/2015
Thomas R Carper,--,Spouse,Purchase,12/8/2015
Thomas R Carper,--,Spouse,Purchase,12/1/2015
Thomas R Carper,--,Spouse,Sale (Full),12/14/2015
Thomas R Carper,--,Spouse,Purchase,12/4/2015
Thomas R Carper,--,Spouse,Sale (Full),12/3/2015
John Hoeven,--,Self,Sale (Full),12/29/2015
"David A Perdue , Jr",--,Joint,Purchase,12/31/2015
"David A Perdue , Jr",--,Joint,Purchase,12/29/2015
"David A Perdue , Jr",--,Joint,Sale (Full),12/29/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/29/2015
"David A Perdue , Jr",--,Joint,Purchase,12/29/2015
"David A Perdue , Jr",--,Joint,Purchase,12/29/2015
"David A Perdue , Jr",--,Joint,Purchase,12/29/2015
"David A Perdue , Jr",--,Joint,Purchase,12/29/2015
"David A Perdue , Jr",--,Joint,Purchase,12/28/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/23/2015
"David A Perdue , Jr",--,Joint,Sale (Full),12/23/2015
"David A Perdue , Jr",--,Joint,Purchase,12/23/2015
"David A Perdue , Jr",--,Joint,Purchase,12/21/2015
"David A Perdue , Jr",--,Joint,Purchase,12/21/2015
"David A Perdue , Jr",--,Joint,Purchase,12/21/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/18/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/18/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/18/2015
"David A Perdue , Jr",--,Joint,Purchase,12/18/2015
"David A Perdue , Jr",--,Joint,Purchase,12/18/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/18/2015
John F Reed,--,Joint,Sale (Full),12/23/2015
John F Reed,--,Joint,Sale (Full),12/23/2015
John F Reed,--,Joint,Sale (Full),12/23/2015
John F Reed,--,Joint,Sale (Full),12/23/2015
John F Reed,--,Joint,Sale (Full),12/23/2015
John F Reed,--,Joint,Purchase,12/23/2015
John F Reed,--,Joint,Purchase,12/23/2015
John F Reed,--,Joint,Purchase,12/23/2015
John Hoeven,--,Self,Purchase,5/27/2014
Roy Blunt,--,Spouse,Sale (Full),12/11/2015
Roy Blunt,--,Spouse,Sale (Full),12/4/2015
Roy Blunt,--,Spouse,Sale (Full),12/30/2014
John Hoeven,--,Self,Sale (Full),11/30/2015
"David A Perdue , Jr",--,Joint,Sale (Full),12/17/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/17/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/17/2015
"David A Perdue , Jr",--,Joint,Purchase,12/17/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/17/2015
"David A Perdue , Jr",--,Joint,Purchase,12/17/2015
"David A Perdue , Jr",--,Joint,Sale (Full),12/15/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/16/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/16/2015
"David A Perdue , Jr",--,Joint,Purchase,12/16/2015
"David A Perdue , Jr",--,Joint,Purchase,12/16/2015
"David A Perdue , Jr",--,Joint,Purchase,12/16/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/15/2015
"David A Perdue , Jr",--,Joint,Purchase,12/14/2015
"David A Perdue , Jr",--,Joint,Purchase,12/14/2015
"David A Perdue , Jr",--,Joint,Purchase,12/14/2015
"David A Perdue , Jr",--,Joint,Sale (Full),12/11/2015
"David A Perdue , Jr",--,Joint,Purchase,11/30/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/9/2015
"David A Perdue , Jr",--,Joint,Purchase,12/7/2015
"David A Perdue , Jr",--,Joint,Sale (Partial),12/1/2015
"David A Perdue , Jr",--,Joint,Purchase,12/1/2015
"David A Perdue , Jr",--,Joint,Purchase,12/1/2015
"David A Perdue , Jr",--,Joint,Purchase,12/1/2015
"David A Perdue , Jr",--,Joint,Sale (Full),11/30/2015
"David A Perdue , Jr",--,Joint,Sale (Full),11/25/2015
"David A Perdue , Jr",--,Joint,Purchase,11/24/2015
"David A Perdue , Jr",--,Joint,Purchase,11/23/2015
John Hoeven,--,Self,Sale (Full),12/2/2015
John Hoeven,--,Self,Sale (Full),12/7/2015
John Hoeven,--,Self,Sale (Full),12/7/2015
John Hoeven,--,Self,Sale (Full),11/25/2015
Gary C Peters,--,Self,Purchase,11/24/2015
Gary C Peters,--,Self,Purchase,11/25/2015
Gary C Peters,--,Self,Purchase,11/24/2015
Gary C Peters,--,Self,Purchase,11/24/2015
Gary C Peters,--,Self,Purchase,11/25/2015
Gary C Peters,--,Self,Purchase,11/25/2015
Gary C Peters,--,Spouse,Purchase,11/25/2015
Patrick J Toomey,--,Joint,Sale (Partial),10/28/2015
Patrick J Toomey,--,Joint,Sale (Partial),11/23/2015
Sheldon Whitehouse,--,Joint,Purchase,12/9/2015
Sheldon Whitehouse,--,Joint,Purchase,12/9/2015
Sheldon Whitehouse,--,Joint,Purchase,12/9/2015
Sheldon Whitehouse,--,Joint,Purchase,12/9/2015
Sheldon Whitehouse,--,Joint,Purchase,11/25/2015
Sheldon Whitehouse,--,Joint,Purchase,11/25/2015
Sheldon Whitehouse,--,Joint,Purchase,11/25/2015
Sheldon Whitehouse,--,Child,Sale (Full),12/14/2015
Sheldon Whitehouse,--,Self,Purchase,11/25/2015
Sheldon Whitehouse,--,Self,Sale (Full),11/25/2015
Sheldon Whitehouse,--,Self,Purchase,11/25/2015
Sheldon Whitehouse,--,Self,Sale (Full),12/14/2015
"Angus S King, Jr.",--,Spouse,Sale (Full),11/18/2015
"Angus S King, Jr.",--,Spouse,Sale (Full),11/5/2015
Shelley M Capito,--,Spouse,Sale (Full),11/18/2015
James M Inhofe,--,Self,Sale (Full),11/17/2015
Pat Roberts,--,Spouse,Purchase,8/25/2015
Pat Roberts,--,Spouse,Purchase,11/16/2015
Pat Roberts,--,Spouse,Sale (Full),11/4/2015
Pat Roberts,--,Spouse,Purchase,8/25/2015
Rafael E Cruz,--,Joint,Sale (Full),11/29/2015
Thomas R Carper,--,Spouse,Purchase,11/4/2015
Thomas R Carper,--,Spouse,Sale (Full),11/4/2015
Thomas R Carper,--,Spouse,Sale (Full),11/18/2015
Thomas R Carper,--,Spouse,Purchase,11/18/2015
Thomas R Carper,--,Spouse,Purchase,11/4/2015
Thomas R Carper,--,Spouse,Sale (Full),11/4/2015
Shelley M Capito,--,Spouse,Purchase,11/23/2015
John Hoeven,--,Self,Sale (Full),11/13/2015
John Hoeven,--,Self,Sale (Full),11/13/2015
John Hoeven,--,Self,Sale (Full),11/13/2015
John Hoeven,--,Self,Sale (Full),11/13/2015
John Hoeven,--,Self,Sale (Full),11/13/2015
Sheldon Whitehouse,--,Joint,Sale (Partial),10/23/2015
Sheldon Whitehouse,--,Joint,Purchase,10/19/2015
Sheldon Whitehouse,--,Joint,Sale (Full),10/19/2015
Sheldon Whitehouse,--,Joint,Purchase,10/19/2015
Sheldon Whitehouse,--,Child,Purchase,10/23/2015
Sheldon Whitehouse,--,Child,Sale (Partial),10/23/2015
Sheldon Whitehouse,--,Child,Purchase,10/19/2015
Sheldon Whitehouse,--,Child,Sale (Full),10/19/2015
Sheldon Whitehouse,--,Child,Sale (Partial),10/19/2015
Sheldon Whitehouse,--,Child,Purchase,10/19/2015
Sheldon Whitehouse,--,Self,Sale (Full),10/23/2015
Sheldon Whitehouse,--,Self,Sale (Full),10/23/2015
